Id; OrderId; RecipientId; ShipmentId; PreparationId; ParentId; CarrierTypeId; NameOne; NameTwo; AddressOne; AddressTwo; AddressThree; ZipCode; City; Country; PhoneNumber; GsmNumber; EmailAddress; FaxNumber; IsB2C; CreationDate; ModificationDate; RequestedShippingDate; ReturnDate; ModelRef; ParcelContent; LabelOne; LabelTwo; LabelThree; LabelFour; LabelFive; LabelSix; NetWeight; Weight; NumberOfParcels; PreparationMovementId; ShipmentMovementId; ReturnMovementId; Civility; IsPalletization; IsReturn; ReturnReason; ReturnCondition; PreparationPrice; IsCanceled; IsFlash; Tare; GroupBy; IsRemoval; PackagingPrice; PreparationTime; IsForce; IsValid; ValidatedBy; ValidationDate; Reedit; IsPriority; IsForcast; AffectationDate; PrCode; SendDate; OpeIndo; IsPosSending; DoNotCharge; RmaValid; ReturnWeight; NumberOfReturnParcels; ExitEdiFile; BillReturnTransport; Order; Shipment; OrderLines; Infos; Parent; TransportType
12730731; REC_AEX6639; AEX6639; ; ; ; 324; Ambre Lucas; Faure PhD; X; ; ; 50366; Rennes; PK; 0298649112; ; ed45ee97-4d32-4708-974a-f1ae352e786e@example.net; ; True; 03/03/2025 09:36:38; 03/03/2025 09:36:39; ; ; ; ; pallet; ; IOR25-01188; ; IOR25-01188; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730730; REC_AEY1952; AEY1952; ; ; ; 200; Baptiste Fernandez; Baptiste Fernandez; X; X; ; 17721; Niort; JM; 0385606507; ; 6f43b331-d448-4b63-9d31-1c59c2607fef@example.net; ; True; 03/03/2025 09:36:21; 03/03/2025 09:36:22; ; ; ; ; parcel; ; ; ; 5395439-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730729; REC_AEY1949; AEY1949; ; ; ; ; Charlotte Paris; Charlotte Paris; X; ; ; 90654; Saint-Étienne; VE; 0275175307; ; 20bbd38a-c2c0-4ab0-a728-19c4b1b114de@example.net; ; True; 03/03/2025 09:36:19; 03/03/2025 09:36:20; ; ; ; ; parcel; ; ; ; 302-2080499-9122716; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730728; REC_AEY1946; AEY1946; ; ; ; ; Louis Rey; Bernard I; X; ; ; 77335; Aix-en-Provence; AW; +33497347481; ; 02589271-7784-4c66-a941-4e008a059089@example.net; ; True; 03/03/2025 09:36:17; 03/03/2025 09:36:18; ; ; ; ; parcel; ; ; ; 538892-18-18000469775; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730727; REC_AEY1942; AEY1942; ; ; ; 220; Axel Schmitt; Axel Schmitt; X; ; ; 71548; Avignon; AZ; 0757357890; ; 89d6649f-fc3f-4e80-b6ec-db2b72d5b46e@example.net; ; True; 03/03/2025 09:36:12; 03/03/2025 09:36:12; ; ; ; ; parcel; ; ; ; 12873852; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730726; REC_AEY1941; AEY1941; ; ; ; 220; Maxence Robert; Maxence Robert; X; ; ; 49204; Argenteuil; MH; 0169957043; ; 7ceeffb8-8fb3-4f8d-9d66-f2d881da6704@example.net; ; True; 03/03/2025 09:36:09; 03/03/2025 09:36:10; ; ; ; ; parcel; ; ; ; 12873788; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730725; REC_AEY1940; AEY1940; ; ; ; 220; Rayan Lemaire; Rayan Lemaire; X; ; ; 44039; Sarcelles; JP; 0114801981; ; 3ffd7bf4-e426-4593-84e5-44801d137caa@example.net; ; True; 03/03/2025 09:36:04; 03/03/2025 09:36:05; ; ; ; ; parcel; ; ; ; 01125_253954997-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730724; REC_AEY1938; AEY1938; ; ; ; ; Victor Schmitt; Victor Schmitt; X; ; ; 17889; Bourges; NI; +33734483233; ; 9bdae4cc-ec4f-4ece-81f0-a39784172f8d@example.net; ; True; 03/03/2025 09:36:02; 03/03/2025 09:36:03; ; ; ; ; parcel; ; ; ; 122106284_81676-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730723; REC_AEY1937; AEY1937; ; ; ; 220; Alice Duval; Alice Duval; X; ; ; 76143; Asnières-sur-Seine; RO; 0344387440; ; d3a806e1-4fd8-4737-9850-9728fcf2792c@example.net; ; True; 03/03/2025 09:36:00; 03/03/2025 09:36:01; ; ; ; ; parcel; ; ; ; 3958-3-3000001821; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730722; REC_AEY1934; AEY1934; ; ; ; ; Anaïs Benoit; Anaïs Benoit; X; X; ; 10530; Nice; MZ; +33182806351; ; 47bc5999-8ce9-48de-a49f-d6f24d7d754e@example.net; ; True; 03/03/2025 09:35:55; 03/03/2025 09:35:56; ; ; ; ; parcel; ; ; ; 12873614; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730721; REC_AEY1931; AEY1931; ; ; ; ; Lucie Morin; Lucie Morin; X; X; ; 36011; Créteil; IL; 0668468489; ; 7f68362d-318d-4f5b-a0c2-2620917542d7@example.net; ; True; 03/03/2025 09:35:52; 03/03/2025 09:35:53; ; ; ; ; parcel; ; ; ; 49342873; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730720; REC_AEY1930; AEY1930; ; ; ; ; Maëlle Renault; Maëlle Renault; X; X; ; 69479; Pau; KH; +33195630450; ; ca308ffb-e5cb-4abf-a798-72b480400810@example.net; ; True; 03/03/2025 09:35:47; 03/03/2025 09:35:48; ; ; ; ; parcel; ; ; ; 49343085; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730719; REC_AEY1929; AEY1929; ; ; ; ; Arthur Gauthier; Arthur Gauthier; X; ; ; 93660; Caen; LS; 0512055396; ; fe8d2e06-4533-4fb7-8d70-c3252ac5b318@example.net; ; True; 03/03/2025 09:35:45; 03/03/2025 09:35:46; ; ; ; ; parcel; ; ; ; 49342862; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730718; REC_AEY1926; AEY1926; ; ; ; ; Camille Picard; Camille Picard; X; X; ; 50797; Limoges; LY; 0752538081; ; 8e2e4114-b073-46c9-a054-f39c7c48a206@example.net; ; True; 03/03/2025 09:35:43; 03/03/2025 09:35:44; ; ; ; ; parcel; ; ; ; 49342469; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730717; REC_AEY1924; AEY1924; ; ; ; 220; Paul Lefebvre; Paul Lefebvre; X; ; ; 79818; Dijon; AE; +33690451855; ; 936dce0d-9e77-4767-936d-52fc4fe287a3@example.net; ; True; 03/03/2025 09:35:38; 03/03/2025 09:35:39; ; ; ; ; parcel; ; ; ; 49342446; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730716; REC_AEY1923; AEY1923; ; ; ; 220; Romain Leroy; Romain Leroy; X; ; ; 22147; Chambéry; DE; 0569104823; ; 3c16b63f-d9d0-4bb5-bdd5-4d188031905b@example.net; ; True; 03/03/2025 09:35:36; 03/03/2025 09:35:37; ; ; ; ; parcel; ; ; ; 00742_253937760-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730715; REC_AEY1922; AEY1922; ; ; ; 220; Anaïs Dupont; Anaïs Dupont; X; ; ; 58625; Bordeaux; NR; +33571122007; ; b65f4a10-a3fc-4938-8d49-ccd2fad43300@example.net; ; True; 03/03/2025 09:35:34; 03/03/2025 09:35:35; ; ; ; ; parcel; ; ; ; 01125_253954496-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730714; REC_AEY1921; AEY1921; ; ; ; 200; Yanis Duval; Guerin Sr.; X; ; ; 41628; Mérignac; ST; +33670440230; ; 4f373c32-5f9f-451f-aef7-51dc7c733ede@example.net; ; True; 03/03/2025 09:35:32; 03/03/2025 09:35:33; ; ; ; ; parcel; ; ; ; 64096086-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730713; REC_AEY1920; AEY1920; ; ; ; 200; Noah Aubert; Fernandez I; X; ; ; 45229; Toulon; GG; 0267278981; ; 09cfb041-33e7-4a65-96bb-a8fa3266aabf@example.net; ; True; 03/03/2025 09:35:27; 03/03/2025 09:35:28; ; ; ; ; parcel; ; ; ; 64095981-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730712; REC_AEY1918; AEY1918; ; ; ; ; Alice Nguyen; Alice Nguyen; X; ; ; 10693; Tourcoing; BA; +33661534947; ; 555eaa5a-c9ca-4efb-bced-69fd8ebeda53@example.net; ; True; 03/03/2025 09:35:25; 03/03/2025 09:35:26; ; ; ; ; parcel; ; ; ; 538882-18-18000469768; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730711; REC_AEY1917; AEY1917; ; ; ; 349; Alexis Laurent; Lecomte et Bonnet; X; ; ; 26415; Quimper; UM; +33621441024; ; c0752da3-81b8-4923-b680-a67a37a594f4@example.net; ; True; 03/03/2025 09:35:23; 03/03/2025 09:35:24; ; ; ; ; parcel; ; ; ; A-3074130-1-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730710; REC_AEY1916; AEY1916; ; ; ; ; Louis Lemoine; Louis Lemoine; X; ; ; 69615; Levallois-Perret; AO; +33559146127; ; 45f5e9b4-3ad7-43e3-93f9-20f4d3fbd84d@example.net; ; True; 03/03/2025 09:35:21; 03/03/2025 09:35:22; ; ; ; ; parcel; ; ; ; 49341958; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730709; REC_AEY1914; AEY1914; ; ; ; ; Romain Sanchez; Romain Sanchez; X; ; ; 67895; La Seyne-sur-Mer; SH; +33615995652; ; c951e590-e240-4c5f-891d-ef2e76a4f857@example.net; ; True; 03/03/2025 09:35:16; 03/03/2025 09:35:17; ; ; ; ; parcel; ; ; ; 49342262; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730708; REC_AEY1911; AEY1911; ; ; ; ; Clémence Legrand; Clémence Legrand; X; ; ; 95767; Saint-Denis; AQ; 0393029840; ; 61e58280-b684-4b07-8167-f13e7a2550fb@example.net; ; True; 03/03/2025 09:35:14; 03/03/2025 09:35:15; ; ; ; ; parcel; ; ; ; 49341840; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730707; REC_AEY1909; AEY1909; ; ; ; 220; Lina Charpentier; Lina Charpentier; X; ; ; 91283; Saint-Quentin; CG; 0349840494; ; 8ac49bb8-7660-4889-8d8e-16e3064a60c0@example.net; ; True; 03/03/2025 09:35:09; 03/03/2025 09:35:10; ; ; ; ; parcel; ; ; ; 12873521; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730706; REC_AEY1908; AEY1908; ; ; ; 220; Quentin Leroy; Quentin Leroy; X; X; ; 15257; Cergy; EG; 0676898190; ; 534a9157-c8d4-4dd9-962d-21cc4a4c7003@example.net; ; True; 03/03/2025 09:35:07; 03/03/2025 09:35:08; ; ; ; ; parcel; ; ; ; 12873445; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730705; REC_AEY1907; AEY1907; ; ; ; ; Clémence Remy; Clémence Remy; X; ; ; 32677; Cergy; CL; +33391914705; ; 12eb3156-31f4-49db-a6f3-6ad606ea8a16@example.net; ; True; 03/03/2025 09:35:04; 03/03/2025 09:35:05; ; ; ; ; parcel; ; ; ; 49341979; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730704; REC_AEY1906; AEY1906; ; ; ; 220; Enzo Simon; Enzo Simon; X; ; ; 26793; Bordeaux; BS; 0479751371; ; 88ac7e9a-211e-46bb-84b7-183b536c9c9c@example.net; ; True; 03/03/2025 09:35:02; 03/03/2025 09:35:03; ; ; ; ; parcel; ; ; ; 12873393; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730703; REC_AEY1905; AEY1905; ; ; ; 220; Romain Dubois; Romain Dubois; X; ; ; 36010; Bourges; IE; +33736101378; ; 751f1f70-0cad-4cc3-8d3f-0c56c67dd29d@example.net; ; True; 03/03/2025 09:35:00; 03/03/2025 09:35:01; ; ; ; ; parcel; ; ; ; 12873339; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730702; REC_AEY1903; AEY1903; ; ; ; 200; Marie Fournier; Marie Fournier; X; X; ; 61136; Nantes; JM; 0479190101; ; 695c22b1-6347-44aa-b11d-991322a87b18@example.net; ; True; 03/03/2025 09:34:55; 03/03/2025 09:34:56; ; ; ; ; parcel; ; ; ; 49342191; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730701; REC_AEY1902; AEY1902; ; ; ; 200; Alicia Nguyen; Alicia Nguyen; X; ; ; 56124; Le Tampon; SR; 0142053907; ; f77cbad7-a506-49bc-a84c-8dde5fe66143@example.net; ; True; 03/03/2025 09:34:52; 03/03/2025 09:34:53; ; ; ; ; parcel; ; ; ; 49342272; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730700; REC_AEX9264; AEX9264; 4583175; 290410; ; 220; Antoine Beral; Antoine Beral; 12 av. street1; ; ; 75011; Helsinki; FI; 0676356273; ; antoineberal@gmail.com; ; True; 28/02/2025 16:25:46; 28/02/2025 16:25:48; ; ; ; ; parcel; ; ; ; test1so1111m; ; 0,8; ; 0; ; 2567022; ; ; True; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; Castle.Proxies.ShipmentProxy; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730699; IZI_V103129; 0001; ; ; ; ; DENOMINATION SOCIAL; A30746 Déploiement - clamens sa - Villeparisis - 4; 1 RUE ADRESSE 1; ; ; 77272; Villeparisis Cedex; FR; 01test; 06test; test@test; ; True; 28/02/2025 11:55:29; 28/02/2025 11:55:29; 09/02/2025 00:00:00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730695; REC_AEX9244; AEX9244; ; ; ; 220; Alexandre Lemaire; Alexandre Lemaire; X; ; ; 65325; Nice; AD; 0736756981; ; bb50d3fa-ce9c-4d14-8ecf-5c41d9f6eeb4@example.net; ; True; 28/02/2025 09:59:40; 28/02/2025 09:59:41; ; ; ; ; parcel; ; ; ; 00718_83979719-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730694; REC_AEX9243; AEX9243; ; ; ; 200; Alexis Meyer; Alexis Meyer; X; X; ; 70550; Quimper; PS; +33692890328; ; 62379b9a-a993-481c-81dd-4c78a7bb94b0@example.net; ; True; 28/02/2025 09:59:36; 28/02/2025 09:59:36; ; ; ; ; parcel; ; ; ; 01119_253677031-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730693; REC_AEX9242; AEX9242; ; ; ; 220; Chloé Robin; Chloé Robin; X; ; ; 29815; Saint-Paul; MR; 0499344895; ; d435b92f-1ab7-48d2-8ffc-a1dd54d0cc65@example.net; ; True; 28/02/2025 09:59:23; 28/02/2025 09:59:24; ; ; ; ; parcel; ; ; ; 12843288; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730692; REC_AEX9241; AEX9241; ; ; ; 200; Romane Charles; Moulin MD; X; X; ; 69860; Vénissieux; SO; 0393391126; ; 7b516fc4-7952-474c-b1ec-dea7a2f29ab4@example.net; ; True; 28/02/2025 09:59:18; 28/02/2025 09:59:19; ; ; ; ; parcel; ; ; ; 64072701-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730691; REC_AEX9240; AEX9240; ; ; ; 200; Noah Sanchez; Philippe et Charpentier; X; X; ; 88045; Montreuil; TV; 0584103543; ; cd302b37-4df6-4ccf-8e8d-08ea01df9cfe@example.net; ; True; 28/02/2025 09:59:13; 28/02/2025 09:59:14; ; ; ; ; parcel; ; ; ; 64072896-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
